partner_name,category,region,post_count,total_reposts,total_comments,total_attitudes,total_comment_likes,avg_reposts,avg_comments,avg_attitudes,engagement_rate,top_posts,date_range_start,date_range_end
X玖少年团赵磊,Artist,CN,1,100,108,319,0,100.0,108.0,319.0,527.0,"[""4982873155439944|【2023和平精英年度颁奖盛典暨PEL全明星周末】12月26日 活动奖项预热长图 41个奖项得主即将(319 likes)""]",2023-12-25T08:30:00+00:00,2023-12-25T08:30:00+00:00
"斗鱼, 虎牙, 快手",Brand,CN,1,107,115,318,0,107.0,115.0,318.0,540.0,"[""4891845853709853|#和平小店#(318 likes)""]",2023-04-18T04:00:00+00:00,2023-04-18T04:00:00+00:00
"中国文物保护基金会, 北京文博, 腾讯公益",Other,CN,1,103,110,315,0,103.0,110.0,315.0,528.0,"[""4986791472140026|#和平精英#(315 likes)""]",2024-01-05T04:00:00+00:00,2024-01-05T04:00:00+00:00
海南文昌龙楼镇村镇赛》,Other,CN,1,102,108,314,0,102.0,108.0,314.0,524.0,"[""4972296025670133|#和平精英村镇赛#(314 likes)""]",2023-11-26T04:00:16+00:00,2023-11-26T04:00:16+00:00
洛阳邮政,Brand,CN,1,110,102,311,0,110.0,102.0,311.0,523.0,"[""4941130607888170|#2023和平精英全国大赛#(311 likes)""]",2023-09-01T04:00:01+00:00,2023-09-01T04:00:01+00:00
吃喝玩乐品牌,Brand,CN,1,90,107,310,0,90.0,107.0,310.0,507.0,"[""4839662004997718|#和平精英四排节# ”四排领优惠，打擂赢免单“ 和平人生携手吃喝玩乐品牌福利，带来四排节超级优惠！ (310 likes)""]",2022-11-25T04:00:01+00:00,2022-11-25T04:00:01+00:00
SIXSTAR六星,Brand,CN,1,204,208,300,0,204.0,208.0,300.0,712.0,"[""4831334633047801|微博抽奖公示(300 likes)""]",2022-11-02T04:30:00+00:00,2022-11-02T04:30:00+00:00
濮院时装周,Brand,CN,1,215,254,299,0,215.0,254.0,299.0,768.0,"[""5164346426788378|#和平精英x濮院时装周跨界合作#(299 likes)""]",2025-05-09T03:00:00+00:00,2025-05-09T03:00:00+00:00
狼群,Movie,CN,1,236,164,298,0,236.0,164.0,298.0,698.0,"[""4811033367807335|抽奖详情(298 likes)""]",2022-09-07T04:00:01+00:00,2022-09-07T04:00:01+00:00
敦煌,Other,CN,3,2,44,288,0,0.67,14.67,96.0,111.33,"[""5259752583990247|和平精英的微博视频(253 likes)"", ""5260107424204939|和平精英的微博视频(28 likes)"", ""5260099872099614|#和平精英把敦煌做进了海岛#(7 likes)""]",2026-01-27T09:30:00+00:00,2026-01-28T09:00:01+00:00
泠鸢,Artist,CN,2,258,136,285,0,129.0,68.0,142.5,339.5,"[""4907881519912783|抽奖详情(243 likes)"", ""4907889065724322|和平精英的微博视频(42 likes)""]",2023-06-01T10:00:01+00:00,2023-06-01T10:30:00+00:00
"虎牙, 快手, 斗鱼, B站",Brand,CN,1,3,163,270,0,3.0,163.0,270.0,436.0,"[""4756025908924208|#和平精英#(270 likes)""]",2022-04-08T09:00:02+00:00,2022-04-08T09:00:02+00:00
小丑×小丑女,IP,CN,1,217,250,265,0,217.0,250.0,265.0,732.0,"[""5168400764246180|小丑×小丑女权威搭档空降海岛，全新剧情篇章即将引爆——特种兵战场，好戏开场！💥(265 likes)""]",2025-05-20T07:30:29+00:00,2025-05-20T07:30:29+00:00
颜团子,IP,CN,1,6,156,258,0,6.0,156.0,258.0,420.0,"[""4756675359411790|鸡仔前来参战！这么可爱的特种兵颜团子联名周边一定不能错过哒~特种兵们快来原博【转+评】参与吧(258 likes)""]",2022-04-10T04:00:43+00:00,2022-04-10T04:00:43+00:00
爆水管,Movie,CN,1,58,59,251,0,58.0,59.0,251.0,368.0,"[""5258189789470646|和平精英的微博视频(251 likes)""]",2026-01-23T02:00:01+00:00,2026-01-23T02:00:01+00:00
"海洋十年国际合作中心, 腾讯公益, 腾讯互娱社会价值探索",Other,CN,1,101,213,245,0,101.0,213.0,245.0,559.0,"[""5204933874029346|和平精英的微博视频(245 likes)""]",2025-08-29T03:00:01+00:00,2025-08-29T03:00:01+00:00
云南省文化和旅游厅,Other,CN,1,213,232,245,0,213.0,232.0,245.0,690.0,"[""5154577067284307|和平精英的微博视频(245 likes)""]",2025-04-12T04:00:03+00:00,2025-04-12T04:00:03+00:00
"万达电影, 万达影城, 时光网",Brand,CN,1,140,165,242,0,140.0,165.0,242.0,547.0,"[""4950960372975143|抽奖详情(242 likes)""]",2023-09-28T07:00:00+00:00,2023-09-28T07:00:00+00:00
海南海洋欢乐电竞文旅嘉年华来袭,Other,CN,1,108,119,227,0,108.0,119.0,227.0,454.0,"[""4984360457476760|和平精英的微博视频(227 likes)""]",2023-12-29T11:00:01+00:00,2023-12-29T11:00:01+00:00
"乔乐, 松下千秋",Artist,CN,1,100,157,226,0,100.0,157.0,226.0,483.0,"[""5213012103004546|和平精英的微博视频(226 likes)""]",2025-09-20T10:00:01+00:00,2025-09-20T10:00:01+00:00
腾讯文档,Brand,CN,1,122,160,215,0,122.0,160.0,215.0,497.0,"[""5214461650015617|#和平精英#(215 likes)""]",2025-09-24T10:00:00+00:00,2025-09-24T10:00:00+00:00
AppStore,Brand,CN,1,1,1,207,0,1.0,1.0,207.0,209.0,"[""4988950119452255|鸡仔也来啦！特种兵们快来一起关注@AppStore ！(207 likes)""]",2024-01-11T02:57:41+00:00,2024-01-11T02:57:41+00:00
罗小黑战记,Anime,CN,1,398,213,205,0,398.0,213.0,205.0,816.0,"[""4902808086908055|抽奖详情(205 likes)""]",2023-05-18T10:00:00+00:00,2023-05-18T10:00:00+00:00
飞驰人生3,Movie,CN,1,129,305,143,0,129.0,305.0,143.0,577.0,"[""5267264586908888|和平精英的微博视频(143 likes)""]",2026-02-17T03:00:01+00:00,2026-02-17T03:00:01+00:00
成都市川剧研究院,Other,CN,1,99,116,136,0,99.0,116.0,136.0,351.0,"[""4885066184133211|和平精英的微博视频(136 likes)""]",2023-03-30T11:00:01+00:00,2023-03-30T11:00:01+00:00
腾讯成长守护平台,Other,CN,1,113,113,127,0,113.0,113.0,127.0,353.0,"[""4940768218974378|#好事空投，把梦翻新#(127 likes)""]",2023-08-31T04:00:01+00:00,2023-08-31T04:00:01+00:00
游戏知几,Brand,CN,1,0,29,125,0,0.0,29.0,125.0,154.0,"[""4798752231003290|和平精英的微博视频(125 likes)""]",2022-08-04T06:39:11+00:00,2022-08-04T06:39:11+00:00
镖人,Movie,CN,1,63,542,116,0,63.0,542.0,116.0,721.0,"[""5266902199043055|和平精英的微博视频(116 likes)""]",2026-02-16T03:00:01+00:00,2026-02-16T03:00:01+00:00
乔治·巴顿战车,Brand,CN,1,215,142,115,0,215.0,142.0,115.0,472.0,"[""4930711955446575|抽奖详情(115 likes)""]",2023-08-03T10:00:01+00:00,2023-08-03T10:00:01+00:00
瑞蒂奥Espera,Brand,CN,1,246,87,112,0,246.0,87.0,112.0,445.0,"[""4976387922073638|抽奖详情(112 likes)""]",2023-12-07T11:00:00+00:00,2023-12-07T11:00:00+00:00
Lamborghini,Brand,CN,1,221,87,108,0,221.0,87.0,108.0,416.0,"[""4937597320699200|微博抽奖公示(108 likes)""]",2023-08-22T10:00:00+00:00,2023-08-22T10:00:00+00:00
满江红,Movie,CN,1,178,103,87,0,178.0,103.0,87.0,368.0,"[""4861797867980286|和平精英的微博视频(87 likes)""]",2023-01-25T06:00:01+00:00,2023-01-25T06:00:01+00:00
镇魂街,Anime,CN,1,16,37,64,0,16.0,37.0,64.0,117.0,"[""5266298218742292|和平精英的微博视频(64 likes)""]",2026-02-14T11:00:01+00:00,2026-02-14T11:00:01+00:00
凸变英雄,IP,CN,1,22,25,63,0,22.0,25.0,63.0,110.0,"[""5265920736103556|和平精英的微博视频(63 likes)""]",2026-02-13T10:00:02+00:00,2026-02-13T10:00:02+00:00
会说话的汤姆猫,IP,CN,1,6,36,58,0,6.0,36.0,58.0,100.0,"[""5266283122656811|和平精英的微博视频(58 likes)""]",2026-02-14T10:00:02+00:00,2026-02-14T10:00:02+00:00
麦兜,IP,CN,1,33,23,55,0,33.0,23.0,55.0,111.0,"[""5264803364605281|#和平精英新皮肤#(55 likes)""]",2026-02-10T08:00:00+00:00,2026-02-10T08:00:00+00:00
翼鲲飞盘,Brand,CN,1,89,86,55,0,89.0,86.0,55.0,230.0,"[""4818381200687144|抽奖详情(55 likes)""]",2022-09-27T10:37:41+00:00,2022-09-27T10:37:41+00:00
"不求人, 鲨鱼哟",Artist,CN,1,18,15,49,0,18.0,15.0,49.0,82.0,"[""5265150652190749|#想去你的2026#(49 likes)""]",2026-02-11T07:00:00+00:00,2026-02-11T07:00:00+00:00
"甘肃省文化和旅游厅, 敦煌文旅, 敦煌玉门关遗址, 敦煌雅丹地质公园, 鸣沙山月牙泉",Other,CN,1,1,5,25,0,1.0,5.0,25.0,31.0,"[""5259352446865651|#和平精英把敦煌做进了海岛#(25 likes)""]",2026-01-26T07:00:00+00:00,2026-01-26T07:00:00+00:00
鹿鸣世界,Other,CN,1,1,7,21,0,1.0,7.0,21.0,29.0,"[""5258567276827747|和平精英的微博视频(21 likes)""]",2026-01-24T03:00:01+00:00,2026-01-24T03:00:01+00:00
虎牙线下直播活动《精英环游记s2》即将开启,Other,CN,1,4,14,21,0,4.0,14.0,21.0,39.0,"[""5260409415926112|#精英环游记S2#(21 likes)""]",2026-01-29T05:00:01+00:00,2026-01-29T05:00:01+00:00
罗技,Brand,CN,1,0,6,21,0,0.0,6.0,21.0,27.0,"[""5204556381688612|#和平精英#(21 likes)""]",2025-08-28T02:00:00+00:00,2025-08-28T02:00:00+00:00
仰望U7,Brand,CN,1,0,12,21,0,0.0,12.0,21.0,33.0,"[""5153168536635266|和平精英的微博视频(21 likes)""]",2025-04-08T06:43:03+00:00,2025-04-08T06:43:03+00:00
上海欢乐谷,Brand,CN,1,10,18,21,0,10.0,18.0,21.0,49.0,"[""5261466375556550|#大吉大利和平年#(21 likes)""]",2026-02-01T03:00:00+00:00,2026-02-01T03:00:00+00:00
361°,Brand,CN,1,3,5,21,0,3.0,5.0,21.0,29.0,"[""4927330923578100|#和平精英空投节#(21 likes)""]",2023-07-25T02:05:00+00:00,2023-07-25T02:05:00+00:00
虎牙,Brand,CN,1,1,7,18,0,1.0,7.0,18.0,26.0,"[""5260786898570644|#精英环游记S2#(18 likes)""]",2026-01-30T06:00:00+00:00,2026-01-30T06:00:00+00:00
一休,IP,CN,1,1,3,17,0,1.0,3.0,17.0,21.0,"[""5263368916572273|和平精英的微博视频(17 likes)""]",2026-02-06T09:00:01+00:00,2026-02-06T09:00:01+00:00
敦煌文旅,Other,CN,1,1,4,16,0,1.0,4.0,16.0,21.0,"[""5259367545841277|#和平精英把敦煌做进了海岛#(16 likes)""]",2026-01-26T08:00:00+00:00,2026-01-26T08:00:00+00:00
高德地图,Brand,CN,1,3,4,15,0,3.0,4.0,15.0,22.0,"[""5261458828952593|和平精英的微博视频(15 likes)""]",2026-02-01T02:30:01+00:00,2026-02-01T02:30:01+00:00
TapTap,Brand,CN,1,2,4,11,0,2.0,4.0,11.0,17.0,"[""4891531427448434|和平精英祝TapTap7周年生日快乐，感谢各位特种兵一直相伴，转发微博即可参与游戏锦鲤抽奖哦~  鸡(11 likes)""]",2023-04-17T07:10:35+00:00,2023-04-17T07:10:35+00:00
京东物流,Brand,CN,1,1,9,7,0,1.0,9.0,7.0,17.0,"[""5179657319877775|京东物流的微博视频(7 likes)""]",2025-06-20T09:00:01+00:00,2025-06-20T09:00:01+00:00
饿了么,Brand,CN,1,0,6,3,0,0.0,6.0,3.0,9.0,"[""5040102841778984|#饿了么全新IP大蓝来了#(3 likes)""]",2024-05-31T06:40:21+00:00,2024-05-31T06:40:21+00:00
